,loss,acc,val_loss,val_acc
452,0.6199,0.6497,0.612,0.6573
453,0.6213,0.65,0.6153,0.6573
454,0.6209,0.6487,0.6146,0.6573
455,0.6213,0.65,0.6116,0.6573
456,0.621,0.6506,0.6368,0.6573
457,0.6199,0.6513,0.6133,0.6573
458,0.6204,0.6478,0.62,0.6573
459,0.6208,0.6498,0.6115,0.6573
460,0.6211,0.6492,0.6119,0.6573
461,0.6219,0.649,0.6122,0.6573
462,0.6208,0.6499,0.6192,0.6464
463,0.6211,0.6496,0.6113,0.6573
464,0.6213,0.6505,0.6169,0.6573
465,0.6206,0.6505,0.6105,0.6573
466,0.6218,0.6494,0.6124,0.6573
467,0.6221,0.6499,0.6116,0.6573
468,0.6209,0.6507,0.6402,0.6464
469,0.6212,0.6505,0.618,0.6573
470,0.6201,0.6516,0.6117,0.6573
471,0.621,0.6498,0.6135,0.6573
472,0.6211,0.65,0.6127,0.6573
473,0.6201,0.6477,0.6172,0.6573
474,0.6216,0.6481,0.6155,0.6573
475,0.6208,0.6511,0.6135,0.6573
476,0.6207,0.651,0.6175,0.6573
477,0.6221,0.6481,0.6138,0.6573
478,0.6205,0.6471,0.6188,0.6573
479,0.6207,0.6511,0.6165,0.6573
480,0.6217,0.6495,0.6176,0.6573
481,0.6196,0.6503,0.6407,0.6464
482,0.6201,0.6482,0.6119,0.6573
483,0.6206,0.6498,0.6113,0.6573
484,0.6207,0.6501,0.6259,0.6573
485,0.6217,0.6489,0.6119,0.6573
486,0.6205,0.6499,0.6217,0.6573
487,0.6207,0.6506,0.6378,0.6573
488,0.6203,0.6486,0.612,0.6573
489,0.6225,0.6501,0.6145,0.6573
490,0.6207,0.6501,0.6183,0.6573
491,0.621,0.6513,0.6133,0.6573
492,0.6219,0.6513,0.6118,0.6573
493,0.6207,0.6504,0.6187,0.6573
494,0.6206,0.6497,0.6701,0.6464
495,0.6205,0.6506,0.634,0.6573
496,0.6216,0.6498,0.6188,0.6573
497,0.6197,0.6495,0.6166,0.6573
498,0.6219,0.6501,0.6159,0.6573
499,0.6214,0.6494,0.6172,0.6573
